"ivwFoodInspectionHistoryKey","foodFacilityName","latitudeCrd","longitudeCrd","ownerName","facilityAddressText","foodFacilityType","inspectingOfficerName","inspectionType","inspectionDate","inspectionStartTime","inspectionEndTime","inspectionElapsedHours","followupRequired","nextInspectionDate","facilityPersonnelName","facilityPersonnelType","managerCertificateNbr","managerCertificateExpirationDate","criticalViolationCnt","nonCriticalViolationCnt","inspectionCommentText"
"6968","Frozenyo(INACTIVE)","0.0","0.0","Frozenyo Crystal City, L.L.C.","2231 Crystal Dr # R150, Arlington VA 22202","Fast Food Restaurant","Muhammad Tauseef Ahmad","Routine","2013-08-02T00:00:00","13:45","14:45","1.0","No","2013-02-11T00:00:00","Cornesha A. Ward","","F-100006","2015-08-07T00:00:00","0","4","1.  Refill handwashing soap at the hand sink.2.  Replace batteries in paper towel dispenser.3.  Wash hands frequently."
"6969","Frozenyo(INACTIVE)","0.0","0.0","Frozenyo Crystal City, L.L.C.","2231 Crystal Dr # R150, Arlington VA 22202","Fast Food Restaurant","Christy Kunes","Routine","2014-08-07T00:00:00","14:15","15:25","1.2","No","2014-01-20T00:00:00","Graham Colton","Certified Manager","F-103966","2015-12-14T00:00:00","0","8","Use prep sink to wash fruit."
"6970","Frozenyo(INACTIVE)","0.0","0.0","Frozenyo Crystal City, L.L.C.","2231 Crystal Dr # R150, Arlington VA 22202","Fast Food Restaurant","Santos Ayala","Routine","2015-08-10T00:00:00","12:30","14:15","1.75","No","2015-02-05T00:00:00","Sandra L. Murillo Cortez","Certified Manager","F-116634","2020-03-16T00:00:00","0","5",""
"6971","Gateway Market Place (INACTIVE)","38.88159034","-77.11525283","Chang and Jung, Corp.","901 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Julia Balsley","Routine","2013-09-13T00:00:00","14:00","16:00","2.0","Yes","2013-02-04T00:00:00","Ok C. Lee","","F-81898","2012-10-15T00:00:00","0","15","25 seats were observed outside. License states 15 seats only."
"6972","Gateway Market Place (INACTIVE)","38.88159034","-77.11525283","Chang and Jung, Corp.","901 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Julia Balsley","Follow-up","2013-10-15T00:00:00","10:30","11:45","1.3","Yes","2013-02-04T00:00:00","Jung S. Lee","Certified Manager","F-109380","2018-07-28T00:00:00","0","5","24 seats were observed outside. License states 15 seats only."
"6973","Gateway Market Place (INACTIVE)","38.88159034","-77.11525283","Chang and Jung, Corp.","901 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Julia Balsley","Follow-up","2013-12-02T00:00:00","14:50","15:35","0.8","No","2013-02-04T00:00:00","Jung S. Lee","Certified Manager","F-109380","2018-07-28T00:00:00","0","0","Time as a public health control is being utilized at the buffet and salad bars."
"6974","CVS Pharmacy","38.89489403","-77.07603329","Virginia CVS Pharmacy, L.L.C.","1555 Wilson Blvd, Arlington VA 22209","Convenience Store Food Service","Julia Balsley","Routine","2013-01-11T00:00:00","12:30","14:10","1.7","No","2011-10-15T00:00:00","","Certified Manager","L-26455","","0","8","8-304.11: The permit is not posted conspicuously to the consumers."
"6975","CVS Pharmacy","38.89489403","-77.07603329","Virginia CVS Pharmacy, L.L.C.","1555 Wilson Blvd, Arlington VA 22209","Convenience Store Food Service","Christy Kunes","Routine","2014-01-17T00:00:00","14:15","15:30","1.3","No","2013-12-17T00:00:00","Hassan Khalid","Certified Manager","L-26455","2016-10-04T00:00:00","0","6",""
"6976","CVS Pharmacy","38.89489403","-77.07603329","Virginia CVS Pharmacy, L.L.C.","1555 Wilson Blvd, Arlington VA 22209","Convenience Store Food Service","Christy Kunes","Routine","2015-01-16T00:00:00","15:00","16:00","1.0","Yes","2015-01-16T00:00:00","","","L-26455","2016-10-04T00:00:00","0","6","A follow up inspection will be conducted in 10 (ten) days to ensure that a Northern Virginia Licensed Food manger is on duty, The follow up inspection will be conducted on or after January 26, 2015."
"6977","Curbside Crabcakes (INACTIVE)","0.0","0.0","CurbSide CrabCakes","Ballston, Crystal City Areas, Arlington VA","","","","","","","","","","","","","","","",""
"6978","McDonald's #20663","38.87102536","-77.10173223","RHEE 20663, L.L.C.","40 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Christy Kunes","Routine","2013-08-28T00:00:00","14:30","16:15","1.8","No","2012-11-27T00:00:00","Lourdes Medrano","Certified Manager","F-94150","2013-09-15T00:00:00","0","5",""
"6979","McDonald's #20663","38.87102536","-77.10173223","RHEE 20663, L.L.C.","40 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Julia Balsley","Routine","2014-03-18T00:00:00","10:30","12:00","1.5","No","2013-12-16T00:00:00","Gilma A. Fuentes","Certified Manager","F-109121","2018-02-15T00:00:00","0","4",""
"6980","McDonald's #20663","38.87102536","-77.10173223","RHEE 20663, L.L.C.","40 N Glebe Rd, Arlington VA 22203","Fast Food Restaurant","Julia Balsley","Risk Factor","2014-12-04T00:00:00","14:45","16:30","1.75","No","2014-07-15T00:00:00","Gilma A. Fuentes","Certified Manager","F-109121","2018-02-15T00:00:00","0","2","No grease interceptor at the three compartment sink."
"6981","Peter's Deli(INACTIVE)","0.0","0.0","Arlington Peters Deli, Inc.","2611 Jefferson Davis Hwy Ste 4, Arlington VA 22202","Fast Food Restaurant","Santos Ayala","Risk Factor","2012-12-10T00:00:00","12:30","13:45","1.3","No","2013-01-23T00:00:00","Suk Hyoung Lee","Certified Manager","F-104865","2017-08-12T00:00:00","0","4",""
"6982","Peter's Deli(INACTIVE)","0.0","0.0","Arlington Peters Deli, Inc.","2611 Jefferson Davis Hwy Ste 4, Arlington VA 22202","Fast Food Restaurant","Muhammad Tauseef Ahmad","Routine","2013-05-13T00:00:00","12:00","13:15","1.3","No","2013-05-20T00:00:00","Suk Hyoung Lee","Certified Manager","F-80542","2017-08-12T00:00:00","0","10",""
"6983","Peter's Deli(INACTIVE)","0.0","0.0","Arlington Peters Deli, Inc.","2611 Jefferson Davis Hwy Ste 4, Arlington VA 22202","Fast Food Restaurant","Santos Ayala","Risk Factor","2013-09-23T00:00:00","12:00","13:15","1.3","No","2013-08-01T00:00:00","Suk Hyoung Lee","Certified Manager","F-80542","2017-08-12T00:00:00","0","2",""
"6984","Peter's Deli(INACTIVE)","0.0","0.0","Arlington Peters Deli, Inc.","2611 Jefferson Davis Hwy Ste 4, Arlington VA 22202","Fast Food Restaurant","Candice Levenberry","Risk Factor","2013-12-23T00:00:00","10:45","12:00","1.3","No","2013-12-12T00:00:00","Suk Hyoung Lee","Certified Manager","F-104865","2017-08-12T00:00:00","0","1","Do not save foods on the buffet. All foods on the buffet are using Time as a Public Health Control. All foods must be discarded after they are removed from temperature control."
"6985","Peter's Deli(INACTIVE)","0.0","0.0","Arlington Peters Deli, Inc.","2611 Jefferson Davis Hwy Ste 4, Arlington VA 22202","Fast Food Restaurant","Rick Snaman","Routine","2011-09-06T00:00:00","12:30","14:30","2.0","No","","","Certified Manager","F80542","2012-07-10T00:00:00","0","11","C.O. not approved."
"6986","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Candice Levenberry","Routine","2013-10-17T00:00:00","12:45","14:30","1.8","No","2012-10-16T00:00:00","Jang K. Han","Certified Manager","F93303","2014-10-22T00:00:00","0","7","Replace the light bulbs in the kitchen over the area being repaired."
"6987","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Santos Ayala","Routine","2014-05-28T00:00:00","13:45","15:30","1.8","No","2014-02-04T00:00:00","Dina Villacorta","Certified Manager","F93303","2014-10-22T00:00:00","0","10",""
"6988","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Christy Kunes","Routine","2015-02-10T00:00:00","13:00","14:45","1.75","No","2014-09-24T00:00:00","Jang K. Han","Certified Manager","F-100139","2016-08-12T00:00:00","0","9",""
"6989","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Rick Snaman","Routine","2011-08-23T00:00:00","12:00","13:00","1.0","No","","","Certified Manager","F100139","2016-08-02T00:00:00","0","8","C.O. not approved."
"6990","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Christy Kunes","Risk Factor","2015-07-24T00:00:00","11:00","12:15","1.25","Yes","2015-06-11T00:00:00","Jang K. Han","Certified Manager","F-100139","2016-08-12T00:00:00","0","4","A follow up inspection will be conducted in 10 (ten) days on or after August 3, 2015 to ensure that the deli display refrigerator has been repaired and that all handwashing sinks are accessible and used."
"6991","Tivoli Pastry and Gourmet","38.88168295","-77.11142402","Tivoli Ballston Inc","901 N Stuart St, Arlington VA 22203","Fast Food Restaurant","Christy Kunes","Follow-up","2015-08-07T00:00:00","13:45","14:30","0.75","No","2015-06-11T00:00:00","Jang K. Han","Certified Manager","F-100139","2016-08-12T00:00:00","0","0",""
"6992","All In Good Taste Catering/Rita's Crepes(INACTIVE","38.86833731","-77.10756863","Rhita Douglass","4444 Arlington Blvd, Arlington VA 22204","Caterer","Bryant Wooden","Routine","2014-01-24T00:00:00","10:25","11:20","0.9","No","2013-02-13T00:00:00","Rhita A. Douglass","Certified Manager","F-88119","2013-11-24T00:00:00","0","3","Provide a copy of the Northern VA Food Manager Certificate to Health Department.  Chlorine sanitizer checked for proper concentration using the provided test strips 50-100 ppm.  Stem thermometer was available.  Calibrated in ice water.  Provide/post"
"6993","Smith Meadows Grill Truck #2(INACTIVE)","0.0","0.0","Smith Meadows Meats L.L.C.","Rosslyn,Ballston, Crystal City,Col, Arlington VA","","","","","","","","","","","","","","","",""
"6994","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Santos Ayala","Risk Factor","2012-12-19T00:00:00","13:00","14:30","1.5","No","2013-03-12T00:00:00","Lamar Caldwell","Certified Manager","f.103573","2017-06-19T00:00:00","0","2",""
"6995","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Julia Balsley","Routine","2013-03-03T00:00:00","14:15","16:15","2.0","No","2013-05-28T00:00:00","Lamar Caldwell","Certified Manager","F-106645","2015-10-16T00:00:00","0","11",""
"6996","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Julia Balsley","Follow-up","2013-03-05T00:00:00","08:00","08:45","0.8","No","2013-08-12T00:00:00","Lucretia C. Curley","Certified Manager","F-106645","2015-10-16T00:00:00","0","0","I walked around with the Executive Director. No hot breakfast served this morning due to no CFM until 10 a.m. only cereal was served by Resident Care Coordinators (RCC's) this morning. Group dining is still suspended.  I informed the Executive Direc"
"6997","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Julia Balsley","Risk Factor","2013-06-12T00:00:00","08:00","09:20","1.3","No","2013-08-12T00:00:00","Lucretia C. Curley","Certified Manager","F-103573","2017-06-19T00:00:00","0","3",""
"6998","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Julia Balsley","Risk Factor","2013-09-27T00:00:00","08:45","10:05","1.3","No","2013-09-02T00:00:00","Lamar Caldwell","Certified Manager","F-103573","2017-06-19T00:00:00","0","3",""
"6999","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Santos Ayala","Risk Factor","2013-12-23T00:00:00","12:00","13:15","1.3","No","2013-12-16T00:00:00","Lamar Caldwell","Certified Manager","F-10645","2015-10-16T00:00:00","0","2","The hot holding table needs sneeze guards."
"7000","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Joseph Gossman","Routine","2014-03-12T00:00:00","11:00","12:20","1.3","No","2014-03-13T00:00:00","Lucretia C. Curley","Certified Manager","F-10645","2015-10-16T00:00:00","0","6",""
"7001","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Santos Ayala","Risk Factor","2014-06-04T00:00:00","13:30","14:45","1.3","No","2014-06-02T00:00:00","Lucretia C. Curley","Certified Manager","F-10645","2015-10-16T00:00:00","0","1","The inside of the six doors cooling unit needs cleaning. Mouse droppings were observed behind the six door cooling unit and between the walk-in freezer."
"7002","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Julia Balsley","Risk Factor","2014-09-05T00:00:00","08:20","09:45","1.4","No","2014-08-25T00:00:00","Lucretia C. Curley","Certified Manager","F-103573","2017-06-19T00:00:00","0","2","1. The dish sprayer hose has exposed tubing and the caulking at the wall and counter top juncture behind this sprayer is moldy.2. Need a little trash can right by the buffet hand sink to dispose of paper towels."
"7003","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Muhammad Tauseef Ahmad","Risk Factor","2014-12-03T00:00:00","09:55","11:10","1.25","No","2014-11-24T00:00:00","Lamar Caldwell","Certified Manager","F-103573","2017-06-19T00:00:00","","","1.  Please make sure to thaw frozen proteins (foods) properly.2.  Do not store dented cans with normal and do not use.3.  Wash hands frequently as and when needed."
"7004","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Lanita Carpenter","Routine","2015-03-16T00:00:00","09:30","10:40","1.17","No","2015-03-04T00:00:00","Lamar Caldwell","Certified Manager","F-103573","2017-06-19T00:00:00","0","9",""
"7005","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Lanita Carpenter","Risk Factor","2015-07-06T00:00:00","10:20","11:45","1.42","No","2015-06-15T00:00:00","Lamar Caldwell","Certified Manager","F-103573","2017-06-19T00:00:00","0","3","When cooling foods, (sandwiches, ect), please place in upright unit uncovered or loosely covered for maximum heat transfer."
"7006","Mary Marshall Assisted Living","0.0","0.0","Arlington VOA Assisted Living Residence, Inc.","2000 S 5th St, Arlington VA 22204","Adult Care Home Food Service","Lanita Carpenter","Risk Factor","2015-09-29T00:00:00","15:00","16:15","1.25","No","2015-10-05T00:00:00","Lamar Caldwell","Certified Manager","F-103573","2017-06-19T00:00:00","0","3","When cooling foods please ensure they are uncovered or loosely covered. utilize ice baths and walk-in freezer. Eliminate fruit fly harborage (storage area, juice dispenser) by cleaning and ensuring sufficient pest control."
"7007","Bean Good Coffee, The Coffee Pub","38.89406311","-77.07919051","SIFS, L.L.C.","1737 Wilson Blvd, Arlington VA 22209","Other Food Service","Christy Kunes","Routine","2013-10-02T00:00:00","09:20","11:15","1.9","No","2013-03-21T00:00:00","Shain Noorali","Certified Manager","F-100630","2015-12-10T00:00:00","0","11",""
"7008","Bean Good Coffee, The Coffee Pub","38.89406311","-77.07919051","SIFS, L.L.C.","1737 Wilson Blvd, Arlington VA 22209","Other Food Service","Candice Levenberry","Routine","2014-10-21T00:00:00","13:00","15:00","2.0","Yes","2014-03-21T00:00:00","Shain Noorali","Certified Manager","F-100630","2015-12-10T00:00:00","0","16","**Do not put TCS foods in refrigeration units that do not maintain TCS foods at 41ºF or less. *Cool cooked/reheated foods  uncovered until they reach 41ºF or less. A follow-up will be conducted on or after October 28, 2014."
"7009","Bean Good Coffee, The Coffee Pub","38.89406311","-77.07919051","SIFS, L.L.C.","1737 Wilson Blvd, Arlington VA 22209","Other Food Service","Candice Levenberry","Follow-up","2014-10-29T00:00:00","13:30","15:00","1.5","Yes","2014-03-21T00:00:00","Shain Noorali","Certified Manager","F-100630","2015-12-10T00:00:00","0","10","Due to the pattern of violation, a Notice of Violation (NOV) will be issued. A follow-up will be conducted in 10 days, on or about November 10, 2014."
